step	loss
0	2.2239797115325928
1	2.104285717010498
2	1.9559804201126099
3	1.8041764497756958
4	1.685926079750061
5	1.6247392892837524
6	1.4765872955322266
7	1.4288557767868042
8	1.2834300994873047
9	1.259346604347229
10	1.139343023300171
11	1.1327824592590332
12	1.0494229793548584
13	1.0435174703598022
14	0.9731049537658691
